Date,Product_ID,Product_Name,Category,Base_Price,Discount_%,Selling_Price,Competitor_Price,Units_Sold,Revenue,Region,Customer_Segment,Stock_Level,Cost,Gross_Profit_per_unit,Gross_Profit_Total,Margin_%,Price_Delta_vs_Competitor,Price_Elasticity_Score,Month,Month_Number,Year,MonthYear
2024-08-30,P102,Organic Rice,Grocery,127.33,5,120.96,138.92,4.0,483.84,East,Retail,165,95.4,25.56,102.24,21.13,-17.96,0.0121,Aug,8,2024,Aug 2024
2023-06-13,P102,Organic Rice,Grocery,22.95,10,20.66,19.28,3.0,61.98,South,Retail,185,15.94,4.72,14.16,22.85,1.38,0.0121,Jun,6,2023,Jun 2023
2024-01-01,P106,Olive Oil,Grocery,90.08,10,81.07,83.15,6.0,486.42,West,Wholesale,229,58.94,22.13,132.78,27.3,-2.08,0.0111,Jan,1,2024,Jan 2024
2024-09-01,P104,Bluetooth Speaker,Electronics,175.87,25,131.9,137.54,1.0,131.9,East,Retail,200,131.55,0.35,0.35,0.27,-5.64,0.0206,Sep,9,2024,Sep 2024
2023-09-25,P107,Jeans,Apparel,204.32,0,204.32,199.92,3.0,612.96,West,Retail,0,143.03,61.29,183.87,30.0,4.4,0.0022,Sep,9,2023,Sep 2023
2024-02-26,P104,Bluetooth Speaker,Electronics,79.09,25,59.32,60.62,1.0,59.32,North,Retail,174,56.89,2.43,2.43,4.1,-1.3,0.0206,Feb,2,2024,Feb 2024
2023-03-24,P101,Car Battery,Automotive,160.6,30,112.42,117.4,5.0,562.1,South,Wholesale,233,107.74,4.68,23.4,4.16,-4.98,0.0112,Mar,3,2023,Mar 2023
2024-11-30,P102,Organic Rice,Grocery,140.6,10,126.54,128.07,8.0,1012.32,West,Retail,287,95.01,31.53,252.24,24.92,-1.53,0.0121,Nov,11,2024,Nov 2024
2023-09-19,P105,Brake Pads,Automotive,224.58,5,213.35,220.52,5.0,1066.75,East,Retail,286,145.53,67.82,339.1,31.79,-7.17,0.0115,Sep,9,2023,Sep 2023
2023-02-15,P103,T-Shirt,Apparel,191.07,5,181.52,184.44,7.0,1270.64,West,Retail,325,132.15,49.37,345.59,27.2,-2.92,0.003,Feb,2,2023,Feb 2023
2024-02-29,P102,Organic Rice,Grocery,56.16,10,50.54,48.28,5.0,252.7,South,Retail,269,36.48,14.06,70.3,27.82,2.26,0.0121,Feb,2,2024,Feb 2024
2024-09-02,P101,Car Battery,Automotive,251.11,5,238.55,217.18,7.0,1669.85,North,Retail,258,163.89,74.66,522.62,31.3,21.37,0.0112,Sep,9,2024,Sep 2024
2023-08-26,P105,Brake Pads,Automotive,196.78,25,147.58,137.79,4.0,590.32,South,Retail,177,126.98,20.6,82.4,13.96,9.79,0.0115,Aug,8,2023,Aug 2023
2023-07-13,P101,Car Battery,Automotive,208.45,0,208.45,232.11,4.0,833.8,North,Retail,147,121.37,87.08,348.32,41.78,-23.66,0.0112,Jul,7,2023,Jul 2023
2023-02-19,P106,Olive Oil,Grocery,82.39,10,74.15,67.07,3.0,222.45,East,Retail,219,54.9,19.25,57.75,25.96,7.08,0.0111,Feb,2,2023,Feb 2023
2024-10-12,P104,Bluetooth Speaker,Electronics,168.41,0,168.41,190.96,1.0,168.41,East,Retail,328,108.27,60.14,60.14,35.71,-22.55,0.0206,Oct,10,2024,Oct 2024
2023-01-27,P103,T-Shirt,Apparel,199.6,25,149.7,138.06,5.0,748.5,South,Retail,230,143.9,5.8,29.0,3.87,11.64,0.003,Jan,1,2023,Jan 2023
2024-02-27,P101,Car Battery,Automotive,235.74,15,200.38,186.13,4.0,801.52,West,Retail,122,149.01,51.37,205.48,25.64,14.25,0.0112,Feb,2,2024,Feb 2024
2023-12-01,P101,Car Battery,Automotive,235.01,15,199.76,196.18,2.0,399.52,West,Wholesale,229,138.04,61.72,123.44,30.9,3.58,0.0112,Dec,12,2023,Dec 2023
2024-05-24,P105,Brake Pads,Automotive,204.41,0,204.41,233.38,5.0,1022.05,East,Retail,225,112.88,91.53,457.65,44.78,-28.97,0.0115,May,5,2024,May 2024
2023-04-07,P105,Brake Pads,Automotive,195.33,20,156.26,144.58,4.0,625.04,East,Retail,161,143.11,13.15,52.6,8.42,11.68,0.0115,Apr,4,2023,Apr 2023
2024-01-12,P101,Car Battery,Automotive,261.08,15,221.92,212.5,1.0,221.92,South,Retail,100,193.71,28.21,28.21,12.71,9.42,0.0112,Jan,1,2024,Jan 2024
2024-08-21,P100,Wireless Headphones,Electronics,116.41,10,104.77,109.09,2.0,209.54,South,Retail,342,73.22,31.55,63.1,30.11,-4.32,0.0117,Aug,8,2024,Aug 2024
2023-11-03,P102,Organic Rice,Grocery,114.11,15,96.99,106.95,6.0,581.94,South,Retail,250,63.01,33.98,203.88,35.03,-9.96,0.0121,Nov,11,2023,Nov 2023
2024-04-05,P105,Brake Pads,Automotive,248.74,10,223.87,257.14,4.0,895.48,North,Wholesale,164,171.32,52.55,210.2,23.47,-33.27,0.0115,Apr,4,2024,Apr 2024
2023-08-29,P104,Bluetooth Speaker,Electronics,212.56,0,212.56,216.52,2.0,425.12,West,Retail,364,120.37,92.19,184.38,43.37,-3.96,0.0206,Aug,8,2023,Aug 2023
2024-08-23,P105,Brake Pads,Automotive,198.94,25,149.2,166.35,5.0,1044.4,East,Retail,444,112.59,36.61,183.05,24.54,-17.15,0.0115,Aug,8,2024,Aug 2024
2023-01-23,P107,Jeans,Apparel,170.0,5,161.5,150.75,5.0,807.5,South,Retail,250,100.98,60.52,302.6,37.47,10.75,0.0022,Jan,1,2023,Jan 2023
2023-01-21,P104,Bluetooth Speaker,Electronics,194.32,5,184.6,209.45,1.0,184.6,East,Retail,265,142.16,42.44,42.44,22.99,-24.85,0.0206,Jan,1,2023,Jan 2023
2023-01-27,P107,Jeans,Apparel,120.12,15,102.1,101.02,5.0,510.5,East,Retail,196,66.88,35.22,176.1,34.5,1.08,0.0022,Jan,1,2023,Jan 2023
2024-03-30,P105,Brake Pads,Automotive,274.66,10,247.19,245.85,4.0,988.76,West,Wholesale,153,200.1,47.09,188.36,19.05,1.34,0.0115,Mar,3,2024,Mar 2024
2023-06-03,P107,Jeans,Apparel,219.91,30,153.94,162.07,1.0,153.94,East,Retail,155,159.5,-5.56,-5.56,-3.61,-8.13,0.0022,Jun,6,2023,Jun 2023
2024-09-21,P107,Jeans,Apparel,136.53,15,116.05,117.19,4.0,464.2,North,Retail,245,93.79,22.26,89.04,19.18,-1.14,0.0022,Sep,9,2024,Sep 2024
2023-06-18,P104,Bluetooth Speaker,Electronics,153.27,15,130.28,125.53,2.0,260.56,West,Retail,217,108.03,22.25,44.5,17.08,4.75,0.0206,Jun,6,2023,Jun 2023
2024-09-21,P101,Car Battery,Automotive,257.53,20,206.02,225.45,5.0,412.04,North,Retail,189,155.62,50.4,252.0,24.46,-19.43,0.0112,Sep,9,2024,Sep 2024
2023-11-07,P103,T-Shirt,Apparel,215.87,5,205.08,225.17,4.0,820.32,South,Retail,164,139.28,65.8,263.2,32.09,-20.09,0.003,Nov,11,2023,Nov 2023
2024-11-26,P107,Jeans,Apparel,138.26,15,117.52,106.95,6.0,705.12,West,Retail,159,80.45,37.07,222.42,31.54,10.57,0.0022,Nov,11,2024,Nov 2024
2024-01-25,P105,Brake Pads,Automotive,165.5,5,157.22,168.8,4.0,628.88,East,Wholesale,291,95.73,61.49,245.96,39.11,-11.58,0.0115,Jan,1,2024,Jan 2024
2024-11-11,P106,Olive Oil,Grocery,70.72,25,53.04,49.56,4.0,212.16,North,Retail,145,41.46,11.58,46.32,21.83,3.48,0.0111,Nov,11,2024,Nov 2024
2023-09-15,P105,Brake Pads,Automotive,180.78,25,135.58,130.67,6.0,813.48,West,Retail,201,100.26,35.32,211.92,26.05,4.91,0.0115,Sep,9,2023,Sep 2023
2023-12-24,P101,Car Battery,Automotive,144.43,15,122.77,117.54,2.0,245.54,East,Retail,205,86.52,36.25,72.5,29.53,5.23,0.0112,Dec,12,2023,Dec 2023
2023-01-22,P107,Jeans,Apparel,171.46,25,128.6,136.38,2.0,257.2,East,Wholesale,323,99.3,29.3,58.6,22.78,-7.78,0.0022,Jan,1,2023,Jan 2023
2023-12-22,P106,Olive Oil,Grocery,128.77,25,96.58,87.87,7.0,676.06,West,Wholesale,305,94.85,1.73,12.11,1.79,8.71,0.0111,Dec,12,2023,Dec 2023
2024-05-13,P103,T-Shirt,Apparel,270.59,25,202.94,208.28,1.0,202.94,South,Wholesale,49,155.26,47.68,47.68,23.49,-5.34,0.003,May,5,2024,May 2024
2023-11-02,P106,Olive Oil,Grocery,114.19,10,102.77,115.5,9.0,924.93,South,Wholesale,249,80.9,21.87,196.83,21.28,-12.73,0.0111,Nov,11,2023,Nov 2023
2024-06-06,P102,Organic Rice,Grocery,46.46,15,39.49,45.2,2.0,78.98,North,Retail,207,32.28,7.21,14.42,18.26,-5.71,0.0121,Jun,6,2024,Jun 2024
2023-08-16,P107,Jeans,Apparel,217.99,15,185.29,189.04,5.0,741.16,West,Wholesale,186,143.97,41.32,206.6,22.3,-3.75,0.0022,Aug,8,2023,Aug 2023
2023-09-11,P107,Jeans,Apparel,226.21,0,226.21,236.07,5.0,1131.05,South,Retail,282,147.19,79.02,395.1,34.93,-9.86,0.0022,Sep,9,2023,Sep 2023
2023-12-09,P101,Car Battery,Automotive,264.97,0,264.97,244.23,7.0,1854.79,East,Retail,31,197.88,67.09,469.63,25.32,20.74,0.0112,Dec,12,2023,Dec 2023
2024-08-11,P105,Brake Pads,Automotive,236.5,25,177.38,195.87,2.0,354.76,North,Retail,277,175.03,2.35,4.7,1.32,-18.49,0.0115,Aug,8,2024,Aug 2024
2023-03-07,P106,Olive Oil,Grocery,78.08,10,70.27,63.75,5.0,351.35,East,Wholesale,207,49.5,20.77,103.85,29.56,6.52,0.0111,Mar,3,2023,Mar 2023
2023-09-17,P103,T-Shirt,Apparel,218.12,20,174.5,184.79,7.0,1221.5,East,Wholesale,264,126.87,47.63,333.41,27.3,-10.29,0.003,Sep,9,2023,Sep 2023
2023-08-15,P105,Brake Pads,Automotive,149.38,5,141.91,155.39,4.0,567.64,North,Retail,236,99.07,42.84,171.36,30.19,-13.48,0.0115,Aug,8,2023,Aug 2023
2024-05-12,P105,Brake Pads,Automotive,205.28,0,205.28,203.15,3.0,615.84,North,Retail,220,130.76,74.52,223.56,36.3,2.13,0.0115,May,5,2024,May 2024
2023-05-23,P106,Olive Oil,Grocery,59.23,10,53.31,54.31,7.0,373.17,South,Retail,285,37.8,15.51,108.57,29.09,-1.0,0.0111,May,5,2023,May 2023
2023-04-25,P104,Bluetooth Speaker,Electronics,193.72,15,164.66,179.45,4.0,658.64,West,Wholesale,56,144.85,19.81,79.24,12.03,-14.79,0.0206,Apr,4,2023,Apr 2023
2023-12-28,P103,T-Shirt,Apparel,212.39,25,159.29,177.96,5.0,796.45,East,Retail,226,143.79,15.5,77.5,9.73,-18.67,0.003,Dec,12,2023,Dec 2023
2023-03-31,P107,Jeans,Apparel,177.91,0,177.91,164.59,2.0,355.82,South,Wholesale,365,130.89,47.02,94.04,26.43,13.32,0.0022,Mar,3,2023,Mar 2023
2023-11-07,P105,Brake Pads,Automotive,160.22,15,136.19,126.08,2.0,272.38,North,Retail,322,112.55,23.64,47.28,17.36,10.11,0.0115,Nov,11,2023,Nov 2023
2023-11-19,P103,T-Shirt,Apparel,186.93,0,186.93,187.76,5.0,934.65,East,Retail,220,131.51,55.42,277.1,29.65,-0.83,0.003,Nov,11,2023,Nov 2023
2024-04-07,P100,Wireless Headphones,Electronics,231.73,30,162.21,162.75,1.0,162.21,South,Retail,211,135.66,26.55,26.55,16.37,-0.54,0.0117,Apr,4,2024,Apr 2024
2024-09-07,P100,Wireless Headphones,Electronics,160.01,20,128.01,136.35,3.0,384.03,North,Retail,239,92.07,35.94,107.82,28.08,-8.34,0.0117,Sep,9,2024,Sep 2024
2024-03-28,P105,Brake Pads,Automotive,147.6,10,132.84,125.08,6.0,797.04,North,Retail,244,109.76,23.08,138.48,17.37,7.76,0.0115,Mar,3,2024,Mar 2024
2024-10-26,P104,Bluetooth Speaker,Electronics,199.62,10,179.66,162.98,1.0,179.66,North,Retail,265,140.85,38.81,38.81,21.6,16.68,0.0206,Oct,10,2024,Oct 2024
2023-06-18,P105,Brake Pads,Automotive,259.22,0,259.22,281.53,3.0,777.66,East,Wholesale,95,150.51,108.71,326.13,41.94,-22.31,0.0115,Jun,6,2023,Jun 2023
2024-05-14,P101,Car Battery,Automotive,253.4,15,215.39,202.91,4.0,861.56,North,Retail,196,175.02,40.37,161.48,18.74,12.48,0.0112,May,5,2024,May 2024
2024-12-30,P100,Wireless Headphones,Electronics,243.25,20,194.6,211.86,1.0,194.6,South,Retail,198,172.08,22.52,22.52,11.57,-17.26,0.0117,Dec,12,2024,Dec 2024
2023-01-06,P103,T-Shirt,Apparel,165.66,10,149.09,144.15,3.0,447.27,East,Retail,206,99.04,50.05,150.15,33.57,4.94,0.003,Jan,1,2023,Jan 2023
2024-06-21,P102,Organic Rice,Grocery,32.17,5,30.56,29.25,13.0,397.28,East,Retail,231,21.57,8.99,116.87,29.42,1.31,0.0121,Jun,6,2024,Jun 2024
2023-02-15,P101,Car Battery,Automotive,223.15,15,189.68,211.19,4.0,758.72,West,Wholesale,227,127.2,62.48,249.92,32.94,-21.51,0.0112,Feb,2,2023,Feb 2023
2023-04-12,P104,Bluetooth Speaker,Electronics,131.92,20,105.54,98.03,4.0,422.16,West,Retail,138,91.66,13.88,55.52,13.15,7.51,0.0206,Apr,4,2023,Apr 2023
2023-05-04,P102,Organic Rice,Grocery,174.07,10,156.66,163.5,4.0,626.64,South,Retail,153,106.02,50.64,202.56,32.32,-6.84,0.0121,May,5,2023,May 2023
2024-10-17,P100,Wireless Headphones,Electronics,226.22,15,192.29,191.74,1.0,192.29,South,Retail,58,144.96,47.33,47.33,24.61,0.55,0.0117,Oct,10,2024,Oct 2024
2023-02-12,P106,Olive Oil,Grocery,160.1,15,136.08,129.19,2.0,272.16,West,Retail,295,97.8,38.28,76.56,28.13,6.89,0.0111,Feb,2,2023,Feb 2023
2024-01-21,P100,Wireless Headphones,Electronics,257.04,5,244.19,273.96,1.0,244.19,North,Retail,194,145.21,98.98,98.98,40.53,-29.77,0.0117,Jan,1,2024,Jan 2024
2023-02-09,P107,Jeans,Apparel,105.85,30,74.09,74.59,4.0,296.36,South,Wholesale,103,78.22,-4.13,-16.52,-5.57,-0.5,0.0022,Feb,2,2023,Feb 2023
2023-08-03,P105,Brake Pads,Automotive,207.37,5,197.0,208.82,9.0,1773.0,South,Retail,169,137.88,59.12,532.08,30.01,-11.82,0.0115,Aug,8,2023,Aug 2023
2024-02-04,P103,T-Shirt,Apparel,160.78,10,144.7,164.95,5.0,868.2,East,Wholesale,205,88.47,56.23,281.15,38.86,-20.25,0.003,Feb,2,2024,Feb 2024
2023-09-01,P106,Olive Oil,Grocery,100.02,20,80.02,84.62,4.0,320.08,West,Retail,239,66.34,13.68,54.72,17.1,-4.6,0.0111,Sep,9,2023,Sep 2023
2024-10-25,P101,Car Battery,Automotive,123.86,5,117.67,114.48,2.0,235.34,North,Wholesale,223,88.59,29.08,58.16,24.71,3.19,0.0112,Oct,10,2024,Oct 2024
2024-05-11,P101,Car Battery,Automotive,177.97,5,169.07,174.26,5.0,845.35,East,Wholesale,238,123.77,45.3,226.5,26.79,-5.19,0.0112,May,5,2024,May 2024
2023-07-27,P103,T-Shirt,Apparel,170.9,20,136.72,150.83,2.0,273.44,West,Wholesale,234,102.51,34.21,68.42,25.02,-14.11,0.003,Jul,7,2023,Jul 2023
2023-04-27,P103,T-Shirt,Apparel,239.29,20,191.43,193.35,6.0,1148.58,North,Retail,239,137.08,54.35,326.1,28.39,-1.92,0.003,Apr,4,2023,Apr 2023
2023-12-17,P107,Jeans,Apparel,108.89,0,108.89,108.35,6.0,653.34,East,Retail,305,74.4,34.49,206.94,31.67,0.54,0.0022,Dec,12,2023,Dec 2023
2024-08-01,P100,Wireless Headphones,Electronics,191.18,10,172.06,183.04,1.0,172.06,East,Retail,175,135.53,36.53,36.53,21.23,-10.98,0.0117,Aug,8,2024,Aug 2024
2024-08-17,P107,Jeans,Apparel,203.57,10,183.21,174.72,5.0,916.05,West,Retail,218,144.01,39.2,196.0,21.4,8.49,0.0022,Aug,8,2024,Aug 2024
2024-12-24,P101,Car Battery,Automotive,186.17,25,139.63,138.1,5.0,698.15,North,Retail,181,130.07,9.56,47.8,6.85,1.53,0.0112,Dec,12,2024,Dec 2024
2023-06-04,P104,Bluetooth Speaker,Electronics,218.31,0,218.31,235.94,2.0,436.62,East,Wholesale,191,145.98,72.33,144.66,33.13,-17.63,0.0206,Jun,6,2023,Jun 2023
2024-01-24,P105,Brake Pads,Automotive,145.18,20,116.14,128.93,6.0,696.84,East,Retail,163,97.35,18.79,112.74,16.18,-12.79,0.0115,Jan,1,2024,Jan 2024
2024-11-17,P101,Car Battery,Automotive,245.57,20,196.46,207.1,3.0,589.38,East,Retail,140,175.37,21.09,63.27,10.74,-10.64,0.0112,Nov,11,2024,Nov 2024
2024-04-07,P100,Wireless Headphones,Electronics,171.98,15,146.18,131.84,2.0,292.36,West,Retail,133,127.56,18.62,37.24,12.74,14.34,0.0117,Apr,4,2024,Apr 2024
2024-08-07,P101,Car Battery,Automotive,251.01,10,225.91,235.2,4.0,903.64,North,Wholesale,176,182.76,43.15,172.6,19.1,-9.29,0.0112,Aug,8,2024,Aug 2024
2023-01-20,P101,Car Battery,Automotive,255.03,0,255.03,270.3,8.0,2040.24,West,Retail,152,161.43,93.6,748.8,36.7,-15.27,0.0112,Jan,1,2023,Jan 2023
2023-11-04,P104,Bluetooth Speaker,Electronics,205.81,15,174.94,167.12,3.0,524.82,East,Wholesale,196,147.05,27.89,83.67,15.94,7.82,0.0206,Nov,11,2023,Nov 2023
2024-07-14,P100,Wireless Headphones,Electronics,207.69,0,207.69,200.56,3.0,623.07,South,Retail,219,125.27,82.42,247.26,39.68,7.13,0.0117,Jul,7,2024,Jul 2024
2024-03-01,P107,Jeans,Apparel,184.61,0,184.61,189.74,4.0,738.44,West,Retail,89,106.51,78.1,312.4,42.31,-5.13,0.0022,Mar,3,2024,Mar 2024
2023-04-13,P107,Jeans,Apparel,321.37,10,289.23,284.4,5.0,1446.15,North,Retail,246,182.22,107.01,535.05,37.0,4.83,0.0022,Apr,4,2023,Apr 2023
2023-08-05,P103,T-Shirt,Apparel,255.84,15,217.46,243.95,4.0,869.84,West,Retail,271,149.15,68.31,273.24,31.41,-26.49,0.003,Aug,8,2023,Aug 2023
2024-04-05,P103,T-Shirt,Apparel,123.95,25,92.96,101.29,6.0,557.76,West,Retail,217,86.73,6.23,37.38,6.7,-8.33,0.003,Apr,4,2024,Apr 2024
2023-04-13,P101,Car Battery,Automotive,200.57,10,180.51,195.46,5.0,902.55,South,Retail,64,131.25,49.26,246.3,27.29,-14.95,0.0112,Apr,4,2023,Apr 2023
2024-01-14,P106,Olive Oil,Grocery,99.33,15,84.43,76.81,6.0,506.58,East,Retail,298,60.84,23.59,141.54,27.94,7.62,0.0111,Jan,1,2024,Jan 2024
2024-12-02,P102,Organic Rice,Grocery,55.94,5,53.14,55.98,3.0,159.42,South,Retail,359,30.99,22.15,66.45,41.68,-2.84,0.0121,Dec,12,2024,Dec 2024
2023-09-10,P102,Organic Rice,Grocery,73.34,15,62.34,59.49,6.0,374.04,South,Wholesale,149,53.46,8.88,53.28,14.24,2.85,0.0121,Sep,9,2023,Sep 2023
2024-03-01,P106,Olive Oil,Grocery,140.31,25,105.23,119.23,6.0,631.38,East,Retail,123,102.8,2.43,14.58,2.31,-14.0,0.0111,Mar,3,2024,Mar 2024
2023-06-16,P107,Jeans,Apparel,182.14,25,136.6,123.16,3.0,409.8,West,Retail,168,105.96,30.64,91.92,22.43,13.44,0.0022,Jun,6,2023,Jun 2023
2024-03-11,P101,Car Battery,Automotive,297.45,10,267.7,275.01,10.0,2677.0,North,Retail,153,200.73,66.97,669.7,25.02,-7.31,0.0112,Mar,3,2024,Mar 2024
2024-06-28,P101,Car Battery,Automotive,228.78,10,205.9,222.74,5.0,1029.5,East,Retail,109,132.48,73.42,367.1,35.66,-16.84,0.0112,Jun,6,2024,Jun 2024
2024-08-12,P106,Olive Oil,Grocery,110.59,10,99.53,89.82,11.0,1094.83,South,Retail,218,74.14,25.39,279.29,25.51,9.71,0.0111,Aug,8,2024,Aug 2024
2024-05-11,P102,Organic Rice,Grocery,152.37,25,114.28,128.69,10.0,1142.8,West,Retail,87,111.74,2.54,25.4,2.22,-14.41,0.0121,May,5,2024,May 2024
2023-10-24,P107,Jeans,Apparel,224.77,15,191.05,193.41,4.0,764.2,South,Wholesale,170,153.8,37.25,149.0,19.5,-2.36,0.0022,Oct,10,2023,Oct 2023
2024-01-04,P107,Jeans,Apparel,89.62,10,80.66,81.44,3.0,241.98,West,Wholesale,341,62.93,17.73,53.19,21.98,-0.78,0.0022,Jan,1,2024,Jan 2024
2023-03-31,P104,Bluetooth Speaker,Electronics,235.49,20,188.39,198.59,1.0,188.39,South,Wholesale,162,147.87,40.52,40.52,21.51,-10.2,0.0206,Mar,3,2023,Mar 2023
2024-09-03,P104,Bluetooth Speaker,Electronics,263.17,0,263.17,298.37,3.0,789.51,West,Retail,241,188.25,74.92,224.76,28.47,-35.2,0.0206,Sep,9,2024,Sep 2024
2023-05-23,P107,Jeans,Apparel,111.67,0,111.67,124.78,4.0,446.68,West,Wholesale,254,77.32,34.35,137.4,30.76,-13.11,0.0022,May,5,2023,May 2023
2023-07-07,P106,Olive Oil,Grocery,158.74,10,142.87,133.5,5.0,714.35,East,Retail,367,109.75,33.12,165.6,23.18,9.37,0.0111,Jul,7,2023,Jul 2023
2023-08-18,P103,T-Shirt,Apparel,123.71,10,111.34,101.5,4.0,445.36,West,Retail,187,71.63,39.71,158.84,35.67,9.84,0.003,Aug,8,2023,Aug 2023
2023-04-14,P101,Car Battery,Automotive,285.7,20,228.56,244.21,4.0,914.24,South,Retail,198,160.08,68.48,273.92,29.96,-15.65,0.0112,Apr,4,2023,Apr 2023
2023-09-24,P103,T-Shirt,Apparel,142.56,10,128.3,136.39,1.0,128.3,North,Wholesale,177,91.26,37.04,37.04,28.87,-8.09,0.003,Sep,9,2023,Sep 2023
2023-11-03,P105,Brake Pads,Automotive,233.64,0,233.64,225.29,3.0,700.92,North,Retail,351,128.92,104.72,314.16,44.82,8.35,0.0115,Nov,11,2023,Nov 2023
2023-05-28,P101,Car Battery,Automotive,247.04,15,209.98,203.49,6.0,1259.88,North,Retail,189,169.59,40.39,242.34,19.24,6.49,0.0112,May,5,2023,May 2023
2024-04-27,P100,Wireless Headphones,Electronics,333.51,15,283.48,263.16,8.0,2267.84,South,Wholesale,229,217.91,65.57,524.56,23.13,20.32,0.0117,Apr,4,2024,Apr 2024
2024-02-28,P107,Jeans,Apparel,195.31,5,185.54,202.11,4.0,742.16,East,Retail,329,122.69,62.85,251.4,33.87,-16.57,0.0022,Feb,2,2024,Feb 2024
2024-05-04,P103,T-Shirt,Apparel,201.45,30,141.01,142.65,6.0,846.06,South,Retail,270,141.88,-0.87,-5.22,-0.62,-1.64,0.003,May,5,2024,May 2024
2024-12-06,P104,Bluetooth Speaker,Electronics,255.12,5,242.36,224.71,3.0,727.08,South,Retail,251,182.59,59.77,179.31,24.66,17.65,0.0206,Dec,12,2024,Dec 2024
2023-07-09,P105,Brake Pads,Automotive,198.61,15,168.82,184.62,7.0,1181.74,East,Retail,222,143.85,24.97,174.79,14.79,-15.8,0.0115,Jul,7,2023,Jul 2023
2023-09-01,P101,Car Battery,Automotive,292.07,20,233.66,217.19,12.0,2803.92,South,Retail,280,165.94,67.72,812.64,28.98,16.47,0.0112,Sep,9,2023,Sep 2023
2024-09-18,P100,Wireless Headphones,Electronics,154.72,15,131.51,120.26,2.0,263.02,West,Retail,98,101.53,29.98,59.96,22.8,11.25,0.0117,Sep,9,2024,Sep 2024
2024-05-13,P104,Bluetooth Speaker,Electronics,187.75,5,178.36,201.78,1.0,178.36,West,Retail,219,111.38,66.98,66.98,37.55,-23.42,0.0206,May,5,2024,May 2024
2024-04-15,P103,T-Shirt,Apparel,260.54,5,247.51,237.36,6.0,1485.06,East,Retail,272,175.96,71.55,429.3,28.91,10.15,0.003,Apr,4,2024,Apr 2024
2023-04-23,P103,T-Shirt,Apparel,168.0,10,151.2,159.62,3.0,453.6,North,Retail,338,111.45,39.75,119.25,26.29,-8.42,0.003,Apr,4,2023,Apr 2023
2024-10-22,P104,Bluetooth Speaker,Electronics,166.89,5,158.55,157.24,1.0,158.55,East,Retail,77,105.5,53.05,53.05,33.46,1.31,0.0206,Oct,10,2024,Oct 2024
2023-07-03,P106,Olive Oil,Grocery,130.17,20,104.14,102.91,7.0,728.98,East,Retail,212,72.76,31.38,219.66,30.13,1.23,0.0111,Jul,7,2023,Jul 2023
2024-03-02,P107,Jeans,Apparel,247.88,15,210.7,238.85,6.0,1264.2,West,Retail,292,155.8,54.9,329.4,26.06,-28.15,0.0022,Mar,3,2024,Mar 2024
2023-07-19,P106,Olive Oil,Grocery,64.7,20,51.76,59.07,6.0,310.56,South,Retail,191,46.82,4.94,29.64,9.54,-7.31,0.0111,Jul,7,2023,Jul 2023
2024-11-26,P102,Organic Rice,Grocery,121.49,5,115.42,126.24,5.0,577.1,South,Retail,181,80.2,35.22,176.1,30.51,-10.82,0.0121,Nov,11,2024,Nov 2024
2023-09-12,P102,Organic Rice,Grocery,126.66,10,113.99,116.63,8.0,911.92,North,Retail,222,93.12,20.87,166.96,18.31,-2.64,0.0121,Sep,9,2023,Sep 2023
2023-08-28,P107,Jeans,Apparel,274.35,20,219.48,230.56,6.0,1316.88,East,Retail,323,162.3,57.18,343.08,26.05,-11.08,0.0022,Aug,8,2023,Aug 2023
2024-03-06,P100,Wireless Headphones,Electronics,163.14,20,130.51,138.03,2.0,261.02,North,Retail,95,113.59,16.92,33.84,12.96,-7.52,0.0117,Mar,3,2024,Mar 2024
2024-10-30,P107,Jeans,Apparel,224.27,25,168.2,156.11,3.0,504.6,West,Wholesale,358,164.44,3.76,11.28,2.24,12.09,0.0022,Oct,10,2024,Oct 2024
2023-10-29,P106,Olive Oil,Grocery,81.03,20,64.82,62.47,4.0,259.28,South,Retail,142,54.26,10.56,42.24,16.29,2.35,0.0111,Oct,10,2023,Oct 2023
2024-04-04,P102,Organic Rice,Grocery,95.62,25,71.72,74.4,6.0,430.32,East,Retail,257,60.94,10.78,64.68,15.03,-2.68,0.0121,Apr,4,2024,Apr 2024
2023-05-27,P101,Car Battery,Automotive,245.86,5,233.57,266.77,4.0,934.28,South,Retail,138,139.92,93.65,374.6,40.1,-33.2,0.0112,May,5,2023,May 2023
2024-11-21,P104,Bluetooth Speaker,Electronics,197.03,10,177.33,170.91,3.0,531.99,East,Retail,210,134.97,42.36,127.08,23.89,6.42,0.0206,Nov,11,2024,Nov 2024
2024-05-19,P106,Olive Oil,Grocery,130.49,0,130.49,146.38,7.0,913.43,South,Retail,144,78.38,52.11,364.77,39.93,-15.89,0.0111,May,5,2024,May 2024
2024-12-29,P103,T-Shirt,Apparel,156.62,10,140.96,141.26,1.0,140.96,East,Retail,141,108.9,32.06,32.06,22.74,-0.3,0.003,Dec,12,2024,Dec 2024
2024-09-26,P104,Bluetooth Speaker,Electronics,174.59,20,139.67,150.71,1.0,139.67,North,Wholesale,164,98.02,41.65,41.65,29.82,-11.04,0.0206,Sep,9,2024,Sep 2024
2023-01-13,P100,Wireless Headphones,Electronics,154.33,15,131.18,125.3,1.0,131.18,North,Retail,102,100.54,30.64,30.64,23.36,5.88,0.0117,Jan,1,2023,Jan 2023
